tx_err_x,tx_err_y,tx_err_px
50.83789,6.2539673,51.221123
7.536194,3.8937378,8.482654
226.77362,6.6086426,226.86989
507.0909,2.8239746,507.09875
136.052,12.8941345,136.66164
231.73071,10.426178,231.96515
462.13898,14.645233,462.37097
45.39679,4.6366577,45.632957
319.52258,1.2458496,319.52502
25.858948,9.260345,27.467056
641.8125,3.0463867,641.8197
670.1199,13.582001,670.2575
58.124817,12.188995,59.389107
258.60547,11.79895,258.8745
321.90027,11.340332,322.09995
9.299683,9.162994,13.055442
44.05957,10.457092,45.283512
0.6467285,2.4946594,2.577127
831.6781,0.23724365,831.6781
75.117065,2.4666138,75.157555
268.19733,5.458252,268.25287
359.07922,4.63443,359.10913
27.209473,7.9305725,28.341654
14.293213,2.457489,14.502936
6.444641,3.208374,7.1991014
30.14209,11.5095825,32.264782
335.6585,0.57476807,335.659
671.4861,5.3263245,671.5072
64.44635,12.895599,65.72388
11.258118,8.422333,14.059904
7.406067,1.3453369,7.527268
568.8668,1.1618652,568.868
395.84003,4.9701233,395.87122
562.2383,0.02758789,562.2383
57.04071,1.6601562,57.064865
28.022583,6.0568237,28.669674
194.64697,7.815216,194.8038
10.283447,3.8976746,10.997325
193.95428,5.493408,194.03206
307.5697,0.45578003,307.57004
46.88391,1.3628235,46.903713
702.73944,15.243103,702.9047
604.4925,3.7632751,604.5042
854.5588,3.3056946,854.5652
118.557495,8.792145,118.88306
263.51276,1.0730896,263.51495
310.65265,4.631836,310.68716
90.32776,0.9774475,90.333046
9.384705,6.4442444,11.384242
71.39508,8.60907,71.91226
179.82294,4.7961426,179.88689
551.75867,1.0507202,551.75964
27.607605,6.1203003,28.27787
208.59033,4.9799805,208.64977
76.718994,11.198975,77.53207
389.90375,4.138672,389.92572
81.1579,4.5689087,81.28641
42.89801,7.900635,43.619484
7.416931,7.3947144,10.473427
439.67242,5.3526306,439.70502
402.43115,17.456696,402.8096
142.97363,12.040405,143.47972
903.9994,7.0368958,904.02673
181.60626,6.886139,181.73677
129.51642,0.29040527,129.51674
99.68384,6.5087585,99.8961
11.402527,1.8568115,11.552722
35.3985,16.090607,38.883945
111.30371,8.347656,111.6163
639.52435,19.67392,639.8269
628.0487,9.710327,628.1238
217.05005,1.153717,217.05312
193.38098,4.2938538,193.42865
86.45178,1.2828064,86.461296
289.54736,3.197937,289.565
35.196045,11.786987,37.11731
234.97559,7.0692444,235.0819
34.002075,1.7445068,34.0468
35.00049,3.7250977,35.198162
166.70416,2.8495789,166.72852
807.6434,14.55838,807.77454
626.7817,24.396729,627.2563
142.2232,26.182648,144.61317
636.94635,6.1059875,636.97565
125.48096,1.9180603,125.49561
285.51245,5.281128,285.56128
60.082886,2.2402344,60.124634
89.49255,4.8501587,89.623886
136.86584,9.122772,137.16954
137.97333,11.31427,138.43646
100.11743,23.12799,102.7541
62.40735,2.4551392,62.455624
55.65869,23.603363,60.45667
552.44104,30.812866,553.2997
405.96948,29.840027,407.06467
46.900208,38.236755,60.511806
33.072876,6.249054,33.658073
176.62335,0.6140747,176.62442
