tx_err_x,tx_err_y,tx_err_px
44.1192,4.664459,44.36509
45.12439,2.2810364,45.182007
543.60645,3.8728333,543.62024
518.90186,1.432373,518.9038
442.701,1.7363586,442.7044
6.060791,11.340546,12.858505
72.64679,3.449646,72.728645
152.6778,4.7177734,152.75067
35.88385,3.4569397,36.04998
653.19763,1.495758,653.19934
96.07959,1.3109741,96.08853
800.2092,3.9591675,800.21906
9.293518,3.486847,9.926106
109.44501,3.7273865,109.50846
266.14075,13.491394,266.48248
377.6585,0.57476807,377.65894
57.485474,10.280273,58.397465
429.55438,6.9501953,429.61063
332.74066,12.385956,332.97113
109.406006,5.307831,109.53468
245.86713,7.7556458,245.98941
260.84088,2.9560242,260.85764
704.2396,7.9548035,704.28455
72.04169,5.2756042,72.2346
457.97742,7.8146973,458.04407
696.354,2.0927124,696.3572
127.28436,1.0563049,127.28874
640.9552,8.378113,641.00995
320.4317,8.3819275,320.54132
150.11584,1.609314,150.12447
82.73883,12.270935,83.64383
745.50757,3.7632751,745.5171
44.558716,2.3153381,44.618828
191.55786,2.8467407,191.57901
373.51337,9.000305,373.62177
318.6513,3.2953491,318.66833
0.6726074,2.9592285,3.034705
595.38403,2.4733276,595.38916
440.396,8.235657,440.473
401.1787,7.7683105,401.2539
222.75897,0.9310913,222.76091
16.393066,3.7886658,16.825178
463.58936,2.946106,463.59872
568.7189,16.152924,568.9482
50.096863,5.1300964,50.358845
94.84271,5.5592957,95.0055
94.101685,19.790344,96.1602
134.4173,6.4768066,134.57324
362.67267,9.510315,362.79736
104.56787,2.59375,104.60004
162.026,13.720825,162.60593
409.00024,13.770386,409.232
21.60498,4.0121765,21.974365
103.51581,13.17157,104.35043
507.68384,2.4088135,507.68954
947.59717,2.847168,947.60144
46.398132,8.164459,47.110985
215.69525,4.5324097,215.74286
635.525,8.774567,635.58563
638.95166,10.700684,639.04126
428.94934,5.117279,428.97986
9.618774,12.219971,15.551479
668.548,12.181091,668.65894
105.548035,10.133667,106.03339
115.19672,11.786987,115.79817
582.9756,11.756226,583.0941
74.001465,7.173065,74.3483
439.99796,20.054352,440.45474
407.29523,9.040161,407.39554
42.642456,1.6772156,42.675426
24.217346,13.497345,27.724686
825.22296,4.38501,825.2346
15.054993,8.087769,17.089905
277.5194,3.8998413,277.5468
223.48718,2.6450195,223.50284
554.9161,5.2124023,554.94055
343.49316,9.021362,343.6116
12.866455,3.7572937,13.40384
631.974,1.5668945,631.97595
29.117737,6.596863,29.855673
331.40704,17.361755,331.8615
250.65955,3.1493225,250.67932
396.44104,12.977753,396.6534
630.0298,8.802399,630.09125
160.9002,1.3959656,160.90627
12.926453,17.148376,21.474636
42.377686,0.6140747,42.382133
129.87671,3.9297485,129.93614
23.47528,0.3907776,23.478533
0.53338623,2.9656982,3.0132818
545.3091,7.674103,545.3631
229.15137,3.4584656,229.17746
193.32806,7.109741,193.45876
1.1420288,0.8258667,1.4093565
513.4573,5.153534,513.48315
240.8717,3.9292603,240.90375
29.97876,1.408783,30.011843
2.1890259,8.480713,8.758672
743.45056,1.7426758,743.45264
21.524963,4.0682983,21.906052
700.2224,2.643341,700.2274
137.94012,0.19802856,137.94026
157.23383,24.768463,159.17271
134.26428,51.12628,143.66905
92.49298,10.498566,93.0869
567.9187,14.764587,568.1106
169.16089,21.692535,170.5461
232.54132,3.7436523,232.57146
339.62097,2.0117188,339.62692
233.71893,12.603912,234.05853
25.973022,8.0703125,27.197939
419.3178,13.861542,419.54684
294.87195,26.02951,296.0186
612.9405,5.614624,612.9662
49.720215,16.858246,52.50048
27.440857,11.907898,29.913185
2.249878,13.55188,13.737372
553.3458,21.396118,553.75934
474.38123,0.056396484,474.38123
129.36945,7.2546387,129.5727
56.7359,7.6827087,57.2537
29.457642,8.254608,30.592339
170.34412,6.50473,170.46826
834.2716,4.6120605,834.28436
60.84381,10.792694,61.79362
11.556519,0.59002686,11.57157
370.68494,1.3643188,370.68744
350.62738,1.7027588,350.63153
5.6188354,3.1063843,6.4203534
67.06012,6.008911,67.3288
90.19348,10.903503,90.85016
29.750854,2.940094,29.895777
3.717163,4.2317505,5.6324964
9.828735,6.577942,11.826807
645.35266,4.2365723,645.3666
11.235962,5.6960144,12.597279
294.14526,3.5314026,294.16647
94.98401,5.7589417,95.15843
4.345093,2.731781,5.1324906
265.64178,1.914917,265.64868
283.4527,1.0240784,283.45453
557.29895,4.090149,557.31396
33.730835,1.9429932,33.78675
268.7544,0.49124146,268.75485
64.325134,12.041351,65.44247
218.45215,9.116425,218.64229
12.285156,14.114532,18.712164
72.19934,7.9220886,72.63267
56.723877,11.379425,57.854034
198.74481,2.7193604,198.76341
250.39716,5.0591125,250.44826
47.19806,5.7203674,47.543446
303.8382,2.6636047,303.84985
33.4635,17.765228,37.886795
89.22571,1.3175049,89.235435
108.9104,16.001495,110.07962
524.94836,5.958374,524.9822
507.2696,9.434723,507.35733
33.86035,2.754425,33.9722
733.39606,15.536011,733.5606
4.477417,13.617126,14.334343
522.14166,6.5929565,522.1833
266.18817,8.844421,266.33505
859.88007,19.11502,860.0925
127.875244,3.663269,127.927704
261.60645,5.853546,261.67194
240.90125,2.4238281,240.91344
150.2987,1.2368774,150.30379
311.0605,0.44226074,311.0608
383.35327,10.3854065,383.49393
122.677795,17.59784,123.933556
68.11682,12.396362,69.23562
497.80194,6.431427,497.84348
169.92114,12.209259,170.3592
367.79016,14.85849,368.09018
897.29364,19.340149,897.5021
19.445007,0.23510742,19.446428
67.85858,20.427124,70.866455
312.6588,11.474121,312.8693
18.513855,2.3541565,18.662928
469.44537,10.913788,469.5722
736.25964,5.450165,736.2798
489.5936,5.307831,489.62238
411.13385,18.99701,411.5725
307.16034,22.805237,308.00577
3.760376,8.889984,9.652576
27.04071,8.595917,28.374104
70.02258,3.0846863,70.09049
28.64563,9.028442,30.034727
491.71588,2.907318,491.7245
14.045105,9.369537,16.883518
605.43066,8.3819275,605.48865
15.116699,9.290039,17.74315
6.2608643,25.151001,25.91855
551.49274,22.589813,551.9552
146.44092,3.3056946,146.47823
518.44275,2.8467407,518.45056
58.51239,16.926422,60.911438
99.34802,6.6125793,99.56785
155.32745,11.876801,155.78085
2.3843994,15.354462,15.538496
541.39575,6.2538757,541.4319
232.82257,18.667664,233.56975
63.758057,30.655945,70.745155
472.60785,8.742645,472.6887
50.410034,15.827301,52.836304
646.28,18.134705,646.5344
45.097168,6.7596436,45.600956
5.156555,9.302612,10.636196
28.899231,111.989075,115.65777
58.415955,36.12921,68.68584
470.32693,25.168488,470.99988
89.566956,7.314148,89.8651
222.97424,41.463867,226.79675
49.000244,48.44919,68.90826
25.606201,95.07028,98.4583
44.516113,11.599304,46.00248
38.316162,0.42697144,38.31854
328.59875,7.0607605,328.6746
80.602234,8.164459,81.01468
771.3037,7.3572693,771.3388
311.47662,18.683533,312.03647
22.95227,12.682495,26.223127
66.95062,4.791687,67.12187
701.3804,5.28421,701.40027
150.54926,0.29135132,150.54953
340.54834,6.1700745,340.60422
94.80328,3.8598022,94.88183
124.974976,7.7937317,125.21776
107.00049,21.560364,109.15106
810.9995,9.154999,811.05115
65.70447,10.775696,66.58223
754.3573,17.530548,754.561
32.218018,22.414917,39.2483
139.22223,8.348633,139.47232
882.94635,11.728088,883.02423
24.481201,8.981293,26.076674
764.51215,10.572235,764.5852
745.9178,10.16745,745.98706
824.50616,7.0395813,824.53625
451.13416,16.638458,451.4409
0.9736328,1.5668945,1.8447546
292.88348,23.12799,293.79523
111.40576,11.416382,111.98919
143.65796,13.695435,144.3093
71.44269,9.01413,72.00911
240.02979,5.0691223,240.0833
559.0998,6.530121,559.13794
62.07263,12.576447,63.333866
134.37634,16.229614,135.35287
535.8761,9.875122,535.9671
30.475647,4.5631714,30.815378
535.5337,2.9656982,535.5419
2.6895752,6.197418,6.7558722
51.848328,8.412445,52.52636
607.32806,8.743591,607.391
82.142944,10.072449,82.75819
541.45667,14.662323,541.65515
277.87195,17.869476,278.44595
239.23517,74.31024,250.51044
67.263916,8.520294,67.8014
0.49420166,0.5906372,0.77012175
5.9193115,10.0052185,11.625088
197.16028,3.8574219,197.19801
8.5425415,1.2103271,8.627856
513.621,9.878021,513.71594
802.7187,11.175507,802.7965
689.0253,4.1066895,689.0376
251.68182,23.76947,252.80176
58.127686,24.048828,62.906075
295.94086,6.275116,296.0074
632.7186,0.014587402,632.7186
199.44012,1.9636536,199.44978
3.750122,6.61615,7.605055
143.34717,14.460358,144.07468
409.6194,12.937561,409.82364
96.629944,12.208588,97.39813
15.26416,11.645233,19.199116
27.45697,18.162537,32.920555
74.65552,1.4213562,74.669044
113.728455,11.547852,114.313225
781.8442,7.819458,781.88324
70.444824,22.199066,73.85981
14.313477,9.291504,17.064808
6.626831,63.69232,64.03614
790.6185,14.728699,790.75574
54.94055,6.8722534,55.36869
446.80566,6.940979,446.85956
52.25049,16.8768,54.90847
80.7168,15.1311035,82.12278
22.82904,3.3299866,23.07063
13.646912,22.516113,26.328949
567.2354,15.603912,567.44995
137.85468,19.256592,139.19313
390.98267,12.076202,391.1691
15.346741,28.493011,32.36316
392.64215,24.702942,393.41846
597.54706,16.811035,597.7835
301.70142,0.8638611,301.70267
470.73053,21.837524,471.2368
574.2466,15.354218,574.4518
186.67456,2.8215942,186.69588
286.5481,12.088593,286.80298
404.28574,20.059906,404.7831
89.1991,8.9216,89.64415
84.72327,14.381805,85.93526
77.25519,24.033325,80.907135
22.60382,16.738525,28.126696
41.19806,12.114746,42.94237
34.8385,7.2443542,35.583733
339.4635,15.922119,339.8367
86.226685,2.3089294,86.25759
32.90912,11.741516,34.940998
53.9494,28.747437,61.130623
251.73132,9.434723,251.90807
225.86041,4.736145,225.91006
85.39618,1.6644897,85.4124
34.477478,16.107697,38.054623
496.85797,7.2785645,496.9113
160.81226,9.834747,161.1127
70.88104,1.2809448,70.89262
28.876282,23.088348,36.971767
945.39386,29.634064,945.8582
638.90186,25.211853,639.3991
6.298706,15.108429,16.368822
326.0595,16.402527,326.4718
471.64578,17.357666,471.9651
74.3219,7.173004,74.667244
455.88385,8.41095,455.96143
596.8011,3.4582214,596.8111
591.92175,13.551971,592.0769
160.20984,21.802094,161.68651
570.29266,3.4489136,570.3031
62.554382,10.1441345,63.37156
52.14142,1.3705139,52.159428
69.34241,0.57476807,69.344795
57.51483,1.3627014,57.53097
495.44604,8.931976,495.52655
93.74097,0.4951172,93.74228
767.4054,9.271454,767.4614
87.866455,1.8102722,87.8851
719.15967,1.0065002,719.16034
406.2384,2.0093994,406.24338
901.04004,2.3034363,901.04297
112.02258,9.03009,112.385956
241.35437,6.8248596,241.45085
415.28442,12.946014,415.48618
14.045105,23.241058,27.155327
556.5686,15.317657,556.77936
393.8836,4.3349915,393.90747
845.2605,21.187439,845.526
263.50696,7.1350403,263.60352
174.5581,2.3153381,174.57346
336.44214,14.73642,336.7647
43.513367,11.806976,45.08678
668.65204,10.576172,668.73566
204.6726,59.462585,213.13535
11.614319,37.159424,38.932186
498.3954,26.443115,499.09637
597.82227,36.81949,598.9551
586.2426,16.784424,586.48285
668.3924,14.686951,668.5538
575.5906,7.900116,575.6448
80.27942,22.098328,83.265366
49.096558,1.1665039,49.110413
53.156555,0.60528564,53.160004
36.100403,34.65222,50.04014
67.584045,6.4768066,67.893684
645.3273,34.28119,646.2372
369.5681,3.3505554,369.58328
24.974304,9.758301,26.813063
87.000854,7.825012,87.35204
169.39465,5.003601,169.46854
177.48383,11.189758,177.83621
20.683472,5.3809814,21.371967
190.40222,10.032928,190.66638
131.39844,3.2105103,131.43765
531.3037,2.5516968,531.3098
343.47528,10.756348,343.64365
291.04834,2.1794128,291.0565
80.9494,27.579712,85.51869
249.61871,22.458832,250.62701
51.548218,15.561981,53.84602
66.54901,6.710022,66.88644
139.19666,22.891815,141.06645
524.9762,12.023193,525.11383
388.9989,12.127014,389.18787
575.0005,12.127167,575.12836
15.29657,15.975922,22.118208
4.3573,1.6772156,4.668952
82.78229,15.236023,84.1727
318.22394,8.496155,318.33734
130.05524,9.079193,130.37177
434.5197,17.771393,434.88297
46.512756,19.152618,50.30168
540.0829,19.083923,540.4199
289.49323,11.003143,289.70227
580.86584,7.7209167,580.9172
11.975281,17.420227,21.13934
598.11743,9.569031,598.194
60.593567,12.406708,61.85068
383.65796,9.731873,383.78134
2.5579834,0.096588135,2.5598063
196.03125,17.71994,196.8305
77.90057,13.285706,79.02537
467.92612,18.138733,468.27756
57.623657,1.3677673,57.63989
814.1239,9.941772,814.1846
82.52411,2.372589,82.55821
96.533325,4.94751,96.66003
867.68994,7.1877747,867.7197
648.151,3.477295,648.16034
37.672913,10.725372,39.16991
637.1439,1.1559753,637.14496
321.45728,3.764038,321.4793
389.12836,4.988312,389.16034
102.979065,30.142181,107.29976
284.8106,1.4283142,284.8142
49.549744,9.156677,50.388706
39.475403,5.059723,39.798344
262.7785,26.090088,264.0705
272.93915,4.7559204,272.9806
309.2345,1.9831238,309.24084
20.735413,0.39727783,20.739218
525.4932,6.3451233,525.5315
786.0807,15.950623,786.24255
559.15894,2.867035,559.16626
71.45801,35.88913,79.964226
200.37909,16.813751,201.08328
35.718933,5.231201,36.099968
107.02533,15.710236,108.17223
690.6823,5.9343567,690.7078
661.87036,8.195496,661.9211
222.94055,26.09201,224.4622
686.2811,17.848602,686.5132
6.5585327,32.71515,33.36608
170.24988,28.414825,172.60481
111.346436,16.44217,112.55386
51.38031,13.9279175,53.234604
143.37006,14.190369,144.0706
176.2638,23.534973,177.82806
20.458557,13.208588,24.351988
116.65552,19.2565,118.234184
656.72754,2.3236694,656.7316
20.844421,15.959991,26.252832
492.4435,11.299683,492.57315
686.31335,6.561798,686.3447
468.3716,4.2426453,468.39084
127.619446,18.959717,129.02013
9.06073,13.808014,16.515388
99.1944,15.858551,100.45408
194.74982,18.858612,195.66078
856.71747,18.103241,856.90875
327.82867,9.275391,327.95987
349.6469,10.626373,349.80835
166.23566,20.065247,167.44225
7.8553467,12.320862,14.611985
616.984,3.1586304,616.9921
186.34576,23.539062,187.82658
72.358765,45.51129,85.48139
661.54834,24.73822,662.01074
8.699829,14.989471,17.331223
430.7312,6.974579,430.78766
57.75409,17.33603,60.29986
223.32611,18.674896,224.10556
77.453125,18.033966,79.5249
458.28577,14.114532,458.50308
145.1997,0.004058838,145.1997
207.27606,1.4715271,207.28128
322.74414,7.1885376,322.8242
178.60382,4.848816,178.66963
256.80316,18.059052,257.43738
0.8391113,10.21756,10.251958
388.5371,16.913574,388.90506
178.77362,22.461945,180.17921
8.090576,12.731873,15.085026
523.9481,17.848083,524.252
245.73138,0.47317505,245.73184
381.138,1.2081299,381.1399
318.60254,2.2991028,318.61084
55.47644,5.6899414,55.76747
138.14178,10.25177,138.52167
85.187805,7.0089417,85.475655
475.88007,5.654785,475.91367
442.87622,9.216827,442.9721
706.3942,6.845001,706.42737
440.09973,2.4238281,440.1064
124.29993,2.726715,124.32983
146.05951,1.4326172,146.06654
36.353516,13.358643,38.73024
0.32318115,5.7081604,5.717302
10.883545,22.28244,24.79836
107.80194,12.394043,108.51208
443.92053,17.515594,444.26596
54.21045,0.0033569336,54.21045
24.292603,2.496521,24.420547
206.44525,21.56253,207.56825
1.142334,12.269867,12.322928
206.6576,5.3695374,206.72734
291.48547,2.5997925,291.49707
696.447,7.9416504,696.4923
287.26,17.338898,287.78284
312.59454,7.572235,312.68625
783.13385,11.718201,783.2215
184.15936,18.841614,185.12071
702.7613,19.788239,703.03986
359.9583,10.577698,360.1137
863.9768,6.8232727,864.0038
29.645935,2.861267,29.783691
92.282776,13.936371,93.32916
407.9555,22.249634,408.5618
429.43198,28.198822,430.35684
15.116699,21.42627,26.22212
114.73944,4.573822,114.83057
57.492065,17.044037,59.965298
223.55841,2.3153381,223.5704
239.44177,7.0612183,239.54587
61.513367,16.760925,63.755966
500.34772,14.539764,500.55893
95.67224,15.840393,96.97472
636.38574,12.381226,636.50616
467.60455,6.2538757,467.64636
49.17743,6.1032104,49.554703
35.241028,17.77475,39.469887
525.6076,13.696594,525.786
159.41034,18.799438,160.51503
694.2801,24.08014,694.6976
361.09662,6.7596436,361.15988
118.15625,28.128082,121.458176
84.89984,2.9466553,84.95096
891.58276,9.448975,891.6328
74.67279,19.418213,77.15629
75.56818,16.23172,77.29177
757.9746,6.785095,758.005
32.00061,24.669739,40.40588
65.60559,14.911499,67.27887
97.51581,12.180145,98.27354
572.31616,0.5633545,572.3164
3.4018555,7.0607605,7.8375354
293.39844,6.182678,293.46356
60.695618,6.5142517,61.044193
37.52368,5.8023987,37.969654
257.049,2.1794128,257.05826
76.04901,11.7274475,76.94794
17.380249,5.614105,18.26448
1.451477,14.570526,14.642644
24.451294,19.591156,31.33176
87.80298,1.0941772,87.80979
0.97558594,8.784058,8.838067
34.002075,8.680298,35.09257
167.00049,18.07254,167.97554
143.7044,6.067993,143.83246
890.35657,7.2403564,890.386
22.782288,19.199646,29.793608
245.2237,11.468292,245.49171
360.0539,19.977478,360.6077
174.4812,1.9180603,174.49174
80.48755,5.6171875,80.68332
66.082886,46.310028,80.694275
33.50653,42.50113,54.12055
809.8661,0.2052002,809.8661
454.97498,18.410553,455.34732
199.8825,4.6150513,199.93578
184.5929,25.287872,186.31697
38.34076,2.1578674,38.401436
74.55798,8.023804,74.988495
719.9701,0.87628174,719.97064
777.09845,14.457336,777.2329
697.92676,23.09378,698.3087
545.3773,6.5594482,545.41675
42.12451,14.895752,44.680622
38.52527,12.489288,40.49912
178.46631,9.914368,178.74149
97.30969,5.205963,97.44885
4.1503906,17.330017,17.82008
78.32782,23.95343,81.90858
409.14197,19.651337,409.61365
594.5421,18.034668,594.81555
113.87134,27.70871,117.194084
584.97974,22.371735,585.40735
84.188416,13.318024,85.23531
257.4505,10.148102,257.65042
352.47565,25.655487,353.40808
43.777527,18.16394,47.39621
324.9405,27.941101,326.1396
438.4702,14.714264,438.71704
15.937744,15.668732,22.349962
476.83575,29.69281,477.75937
212.43494,8.145233,212.59103
27.618286,22.696594,35.7478
309.2345,1.9831238,309.24084
349.7351,38.245117,351.82004
10.493591,14.462189,17.868137
162.91968,5.848114,163.02461
141.8407,72.22464,159.17029
44.459045,1.7618408,44.493942
246.62189,10.929291,246.86394
7.7176514,22.07489,23.3851
259.026,6.7926636,259.11505
0.3180542,3.9736023,3.9863107
689.12805,5.2222595,689.1478
43.940857,7.596405,44.592648
613.71826,9.89444,613.79803
101.44159,11.907898,102.138115
161.75073,17.515472,162.6963
433.34583,2.5706482,433.35345
52.380615,0.93395996,52.38894
133.37067,2.6533203,133.39706
14.263794,5.198456,15.18156
62.54309,24.44345,67.14999
358.65625,20.246857,359.2273
48.72876,27.401154,55.90452
804.8438,3.078827,804.84973
12.443481,8.327545,14.972917
369.31384,3.3460999,369.329
20.372253,12.168762,23.729885
224.38177,1.8475647,224.38937
5.0594482,14.79837,15.639366
606.1935,13.8767395,606.3523
72.24921,6.9026184,72.57819
329.71777,22.066864,330.45538
614.8284,8.283936,614.8842
126.35181,5.6713257,126.47903
365.23602,2.7238464,365.2462
4.1447144,4.394745,6.0408974
211.98303,7.740753,212.12431
114.6546,4.2039795,114.73165
518.3594,9.841034,518.45276
250.45172,0.95770264,250.45355
7.699524,18.953094,20.457333
437.7315,6.974579,437.78708
30.753113,2.4730225,30.852388
296.67517,7.775543,296.77704
5.546509,7.1346436,9.036974
50.713867,2.2247925,50.76264
370.8003,0.99438477,370.80164
57.72406,0.48007202,57.726055
75.25452,35.923004,83.38888
134.39648,7.820984,134.62386
479.8016,9.142578,479.8887
83.16089,0.30856323,83.16146
152.5365,20.738495,153.93982
941.22577,3.299286,941.23157
78.9104,7.083954,79.22773
44.948425,0.9773865,44.959053
86.26935,20.334076,88.63338
119.86102,9.690186,120.25209
528.60254,9.234863,528.6832
543.5232,6.1997986,543.55853
6.1416626,6.2881775,8.789835
24.812805,2.8990173,24.981585
68.88043,14.161011,70.32104
49.12378,2.2810364,49.176712
38.60608,20.716522,43.813282
75.1001,16.29538,76.84767
18.699707,10.153381,21.278397
707.06055,10.350159,707.1363
255.35449,0.47747803,255.35493
853.3235,14.625702,853.44885
38.11682,8.41095,39.033783
795.199,7.440094,795.2338
148.07886,3.644043,148.12369
247.79016,3.9591675,247.8218
55.292908,4.43927,55.47083
536.44525,7.1708984,536.49316
488.1408,8.537445,488.21545
38.342163,25.186493,45.874622
380.51453,3.5912476,380.53146
634.5546,14.87738,634.729
32.74066,7.4309998,33.57336
219.59357,2.6182861,219.60918
132.86548,4.78244,132.95152
60.840393,11.873566,61.988186
434.76,16.816101,435.0851
827.9583,0.32165527,827.9584
520.97644,14.750458,521.1852
469.6466,5.0648804,469.67392
352.2834,9.973846,352.42456
49.0448,6.396332,49.46014
659.569,10.3637085,659.6504
113.11548,6.563324,113.30573
473.2605,8.307373,473.3334
317.50696,14.07077,317.8186
368.44092,7.592621,368.51913
636.55817,18.950897,636.8402
573.4863,19.89856,573.8314
838.3484,15.185059,838.4859
69.67163,2.9592285,69.73444
14.615295,23.287933,27.494267
52.394775,11.581238,53.65946
784.8226,8.084991,784.8642
503.24103,11.950073,503.38287
288.60858,8.102142,288.7223
264.40936,2.946106,264.42578
410.27942,11.198975,410.43225
660.09625,2.7971191,660.1022
256.8427,7.320801,256.94702
92.101074,8.890961,92.52922
74.4173,2.4407349,74.45731
359.67365,3.5648804,359.6913
154.56848,6.5573425,154.7075
506.02475,9.758301,506.11884
136.99963,4.064728,137.05992
81.60498,4.9053955,81.75228
90.48486,0.6999512,90.48757
178.31683,1.4184265,178.32248
604.40216,6.0693054,604.4326
12.6015625,13.118439,18.19046
253.30505,15.431793,253.77469
0.52526855,5.8023987,5.8261256
886.9523,9.710327,887.00543
804.0497,17.671783,804.24384
330.3806,8.257416,330.4838
164.54797,12.181091,164.99823
398.45203,6.710022,398.5085
641.80365,14.965698,641.97815
503.97522,0.13348389,503.97522
237.00171,9.670624,237.19891
69.00177,5.1913757,69.19678
541.2959,13.003754,541.4521
69.35693,19.51233,72.04939
320.21802,17.460968,320.69373
51.22296,6.5143433,51.635536
816.054,13.709869,816.1692
690.51904,19.752075,690.8015
133.51178,22.461945,135.38809
308.0835,4.2220764,308.11243
217.50787,5.840515,217.58627
410.86707,5.7391357,410.90717
81.025696,7.3506775,81.35844
693.88324,29.073364,694.49207
401.40643,10.425995,401.5418
43.340393,28.557343,51.902905
933.55835,4.0601807,933.5672
869.9701,20.692108,870.2161
149.09906,13.465881,149.7059
193.92676,5.640686,194.00877
65.37732,9.293884,66.034615
46.877014,18.858246,50.52809
42.52466,6.3361816,42.994114
103.53369,0.99679565,103.53849
24.688965,27.491028,36.949986
742.1504,7.4408875,742.1877
653.67224,3.7896423,653.6832
580.14294,12.05423,580.2682
1.5424194,7.135315,7.300122
101.87134,7.891754,102.17656
1.0215454,5.527008,5.6206203
193.18872,10.345856,193.46555
171.44989,10.148102,171.74995
189.52496,8.811798,189.7297
79.22156,1.6529541,79.2388
433.06018,14.06955,433.28867
283.53052,7.7785034,283.6372
258.06158,2.1663818,258.07068
330.16522,6.903717,330.2374
309.2345,1.9831238,309.24084
5.734497,7.3330383,9.309023
19.494568,5.354767,20.21662
153.0816,8.0234375,153.29172
488.1593,7.8210144,488.22195
205.45874,4.182495,205.5013
247.6203,5.915497,247.69095
231.28198,9.193726,231.46465
724.97394,12.7369995,725.0858
745.31647,12.870087,745.42755
777.1293,23.057373,777.4712
395.9402,11.229065,396.09937
572.2811,8.932129,572.3508
332.55914,16.861847,332.98636
127.74939,22.469452,129.71039
4.3468018,14.460358,15.099557
100.61841,2.9157715,100.66065
162.37042,17.163635,163.27505
463.73553,15.608826,463.99814
457.54272,22.12613,458.0774
457.6571,24.21048,458.29703
53.728455,15.511444,55.92273
6.843811,3.078827,7.5044603
196.44476,12.29007,196.82884
85.31506,3.5896301,85.39055
139.37195,40.345154,145.09401
67.619446,28.867645,73.523674
61.06012,23.715942,65.504074
801.8059,15.858551,801.9627
56.249817,32.730164,65.07922
704.7168,25.039032,705.16144
64.171936,17.201508,66.43741
295.35205,18.55249,295.93417
260.76465,14.120941,261.1467
588.14526,16.284454,588.37067
203.01727,12.076202,203.37613
40.345093,16.603333,43.62794
47.641174,8.8506775,48.45633
610.54736,13.838867,610.70416
111.30023,10.035522,111.75175
501.2694,13.910309,501.46237
133.2456,16.344574,134.24431
6.3258057,14.711334,16.013718
10.548157,24.969757,27.106316
733.7136,23.032074,734.0751
275.8006,16.847717,276.3147
440.72388,17.353973,441.0654
265.2558,27.99582,266.7291
14.60321,21.692474,26.149899
43.802246,13.105103,45.720676
585.83813,7.2443542,585.88293
134.5365,7.0045776,134.71872
187.77264,9.580811,188.0169
171.90942,69.20941,185.31808
221.9494,1.004425,221.95168
306.26862,7.452942,306.35928
299.1386,7.709442,299.23795
452.60318,0.6730652,452.60367
118.47748,6.1997986,118.63958
299.14142,4.6111755,299.17697
118.81213,7.8529663,119.07137
500.11926,23.48993,500.67062
39.875916,7.2350464,40.526962
70.39429,6.845001,70.7263
0.9012451,5.395996,5.4707417
341.29834,3.7181396,341.3186
291.0598,4.404785,291.09314
18.353577,3.449646,18.674952
38.32184,6.698517,38.902874
175.11646,2.4873657,175.13412
94.8017,11.403656,95.4851
115.07788,18.50592,116.55637
22.789185,9.9123535,24.851593
279.7068,5.4306946,279.75952
538.44586,2.2169495,538.45044
201.85931,3.583435,201.89111
34.34088,7.3513794,35.118923
654.4845,4.5816345,654.50055
54.44696,5.929901,54.768925
254.7406,7.430908,254.84895
263.4054,8.281097,263.53555
0.13287354,7.1073,7.1085415
274.15936,4.9701233,274.2044
76.2384,3.9360046,76.339935
74.040405,8.247772,74.498375
131.02283,7.8146973,131.25568
236.64685,2.0927124,236.6561
422.28278,27.807892,423.1974
538.04584,23.241058,538.54755
546.431,23.244873,546.92523
195.8836,2.600769,195.90088
194.73816,6.325531,194.84087
163.49335,3.1724854,163.52412
572.4409,3.630066,572.45245
333.5572,1.1168823,333.55905
489.514,5.0367126,489.53992
77.65289,2.303894,77.687065
20.671265,7.9390564,22.143393
19.61499,3.4720764,19.919918
304.60425,16.535187,305.05273
45.822266,18.667664,49.4789
743.241,15.913666,743.4114
296.3924,10.724426,296.58636
1.409668,15.827301,15.889954
793.72,24.08014,794.08514
60.096252,38.817444,71.54267
125.84308,11.284393,126.34801
170.89856,3.9891052,170.94511
57.582764,5.412903,57.836617
386.32697,0.5927429,386.32742
272.56787,5.5670166,272.62473
202.02539,3.1228638,202.04953
453.00098,4.064728,453.01923
3.3953857,28.78302,28.982595
36.484863,17.135193,40.308315
263.3152,22.225708,264.25153
1012.59875,6.0693054,1012.61694
290.39752,6.182678,290.46332
403.30505,13.449982,403.52927
224.52405,3.1151733,224.54565
54.95099,10.106598,55.87266
357.9497,6.7724,358.01376
188.62036,12.549835,189.0374
189.45203,31.415283,192.03903
452.4519,38.416656,454.0799
6.803955,33.7912,34.46939
574.975,13.01358,575.1222
73.00116,17.082062,74.97311
213.9986,18.07254,214.76036
562.70404,9.040161,562.7767
129.35693,4.650482,129.4405
148.21667,13.255341,148.80823
208.22333,16.422272,208.86992
231.055,15.023529,231.54291
572.5198,16.779938,572.7656
124.51282,16.18045,125.55974
245.91718,3.2316895,245.93842
382.49225,33.792267,383.9821
28.865784,25.55603,38.553135
242.9743,25.346344,244.29276
447.88324,15.514435,448.15186
762.40674,27.269684,762.8943
865.6587,22.965149,865.96326
198.443,17.737457,199.23413
811.9689,11.774567,812.0542
68.90149,17.249298,71.02783
9.072876,0.30471802,9.0779915
38.378296,22.41275,44.4435
473.12424,8.950348,473.2089
319.52496,5.5535583,319.5732
376.5327,6.9421997,376.5967
451.68933,27.0047,452.49585
386.15173,35.164032,387.74948
21.67163,39.806732,45.323677
141.14258,33.523926,145.06923
